profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Biologia,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące usługi,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane ze środowiskiem gdzie indziej niesklasyfikowane,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Weterynaria,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,1,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Weterynaria,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,1,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące usługi,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Leśnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Przyrodniczy w Lublinie,1,Lublin,Uczelnia publiczna
ogólnoakademicki,Technologie związane z diagnostyką i leczeniem,Śląski Uniwersytet Medyczny w Katowicach,3,Katowice,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące sztuki i przedmioty humanistyczne,Uniwersytet SWPS,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuk Pięknych w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Opolska,3,Opole,Uczelnia publiczna
praktyczny,Przetwórstwo żywności,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,"Pojazdy samochodowe, statki i samoloty",Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Turystyka i wypoczynek,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje związane z prowadzeniem działalności gospodarczej, administracją i prawem",Politechnika Opolska,3,Opole,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Politechnika Opolska,1,Opole,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące zdrowie i opiekę społeczną,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Marketing i reklama,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,"Pojazdy samochodowe, statki i samoloty",Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Politechnika Opolska,1,Opole,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Turystyka i wypoczynek,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Turystyka i wypoczynek,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Sport,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Transport,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Turystyka i wypoczynek,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Opolska,3,Opole,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje związane z prowadzeniem działalności gospodarczej, administracją i prawem",Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Transport,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,2,Opole,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Opolska,3,Opole,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Politechnika Opolska,2,Opole,Uczelnia publiczna
praktyczny,Psychologia,Wyższa Szkoła Zarządzania i Przedsiębiorczości z siedzibą w Wałbrzychu,1,Wałbrzych,Uczelnia niepubliczna
praktyczny,Turystyka i wypoczynek,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Techniki audiowizualne i produkcja mediów,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Rachunkowość i podatki,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Marketing i reklama,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Nauka języków,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Stosowanych Angelusa Silesiusa,2,Wałbrzych,Uczelnia publiczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Politologia i wiedza o społeczeństwie,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Uniwersytet WSB Merito w Gdańsku,1,Gdańsk,Uczelnia niepubliczna
praktyczny,"Finanse, bankowość i ubezpieczenia",Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
ogólnoakademicki,Turystyka i wypoczynek,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
praktyczny,Zdrowie gdzie indziej niesklasyfikowane,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Ekonomia,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Ochrona osób i mienia,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Kształcenie nieokreślone dalej,Uniwersytet WSB Merito w Gdańsku,1,Gdańsk,Uczelnia niepubliczna
praktyczny,"Biznes, administracja i prawo nieokreślone dalej",Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Technologie teleinformacyjne nieokreślone dalej,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet WSB Merito w Gdańsku,1,Gdańsk,Uczelnia niepubliczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące sztuki i przedmioty humanistyczne,Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Warszawska,2,Płock,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Bezpieczeństwo i higiena pracy,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Prawo,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,"Interdyscyplinarne programy i kwalifikacje związane z naukami społecznymi, dziennikarstwem i informacją",Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Prawo,Uniwersytet WSB Merito w Gdańsku,1,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Rachunkowość i podatki,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Gdańsku,3,Gdańsk,Uczelnia niepubliczna
praktyczny,Pielęgnacja włosów i urody,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet WSB Merito w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
ogólnoakademicki,Chemia,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Krakowska im. Tadeusza Kościuszki,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Krakowska im. Tadeusza Kościuszki,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z biologią i naukami pokrewnymi gdzie indziej niesklasyfikowane,Politechnika Krakowska im. Tadeusza Kościuszki,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Nauki biologiczne i powiązane nieokreślone dalej,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Fizyka,Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Politechnika Krakowska im. Tadeusza Kościuszki,2,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące technikę, przemysł i budownictwo",Politechnika Krakowska im. Tadeusza Kościuszki,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Politechnika Białostocka,3,Białystok,Uczelnia publiczna
